CATEGORY,FULL TITLE,PRICE,DEVICE CARD LINK,ONLINE IMAGE LINKS,OFFLINE IMAGE LINKS,DESCRIPTIONS,РАЗМЕРЫ И ВЕС,ЭКРАН,ПРОЦЕССОР,ОПЕРАТИВНАЯ ПАМЯТЬ,ХРАНЕНИЕ ДАННЫХ,КАМЕРА,ПЕРЕДАЧА ДАННЫХ,НАВИГАЦИЯ,РАЗЪЕМЫ,АККУМУЛЯТОР,ПРОЧИЕ ХАРАКТЕРИСТИКИ
['Смартфон'],['Смартфон Apple iPhone 14 Pro 256GB (космический черный)'],['105 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_256gb__graphittt'],"['https://kdmarket.ru/upload/iblock/661/66163c8a2e17fdd6c813c883873e1b00.png', 'https://kdmarket.ru/upload/iblock/864/864e0d80c5e9ec2148fa9d955a7f9e44.png', 'https://kdmarket.ru/upload/iblock/bcc/bcc6e4082fb9e9af0c0858850017ed01.png', 'https://kdmarket.ru/upload/iblock/661/66163c8a2e17fdd6c813c883873e1b00.png']","['.СМАРТФОН_IMAGE/66163c8a2e17fdd6c813c883873e1b00.png', '.СМАРТФОН_IMAGE/864e0d80c5e9ec2148fa9d955a7f9e44.png', '.СМАРТФОН_IMAGE/bcc6e4082fb9e9af0c0858850017ed01.png', '.СМАРТФОН_IMAGE/66163c8a2e17fdd6c813c883873e1b00.png']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 256 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 256GB 2 sim (темно-фиолетовый)'],['104 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_256gb_2_sim__violet'],"['https://kdmarket.ru/upload/iblock/2fa/2fa378d8c35b948896a4229aa303bc42.jpg', 'https://kdmarket.ru/upload/iblock/e89/e891f2859fcb2592ad74581b194773d4.jpg', 'https://kdmarket.ru/upload/iblock/6c5/6c597d0031f607c0deb03c349b62f24a.jpg', 'https://kdmarket.ru/upload/iblock/2fa/2fa378d8c35b948896a4229aa303bc42.jpg']","['.СМАРТФОН_IMAGE/2fa378d8c35b948896a4229aa303bc42.jpg', '.СМАРТФОН_IMAGE/e891f2859fcb2592ad74581b194773d4.jpg', '.СМАРТФОН_IMAGE/6c597d0031f607c0deb03c349b62f24a.jpg', '.СМАРТФОН_IMAGE/2fa378d8c35b948896a4229aa303bc42.jpg']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 256 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 256GB 2 sim (золотой)'],['104 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_256gb_2_sim__gold'],"['https://kdmarket.ru/upload/iblock/1af/1af079a4ae17bced2c55df0ebe43f438.jpg', 'https://kdmarket.ru/upload/iblock/6eb/6ebb7a0475be06fe904c0dfe96e6a945.jpg', 'https://kdmarket.ru/upload/iblock/08c/08c8c7aa18b8570c366309a997cdea21.jpg', 'https://kdmarket.ru/upload/iblock/1af/1af079a4ae17bced2c55df0ebe43f438.jpg']","['.СМАРТФОН_IMAGE/1af079a4ae17bced2c55df0ebe43f438.jpg', '.СМАРТФОН_IMAGE/6ebb7a0475be06fe904c0dfe96e6a945.jpg', '.СМАРТФОН_IMAGE/08c8c7aa18b8570c366309a997cdea21.jpg', '.СМАРТФОН_IMAGE/1af079a4ae17bced2c55df0ebe43f438.jpg']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 256 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 256GB 2 sim (космический черный)'],['104 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_256gb_2_sim__graphittt'],"['https://kdmarket.ru/upload/iblock/b03/b032b388b206e4fc001de398108bedab.jpg', 'https://kdmarket.ru/upload/iblock/866/8664162bb2de6ea5804f48454f80d067.jpg', 'https://kdmarket.ru/upload/iblock/b3b/b3bf48f8592adb39cf4c3b656ded4047.jpg', 'https://kdmarket.ru/upload/iblock/b03/b032b388b206e4fc001de398108bedab.jpg']","['.СМАРТФОН_IMAGE/b032b388b206e4fc001de398108bedab.jpg', '.СМАРТФОН_IMAGE/8664162bb2de6ea5804f48454f80d067.jpg', '.СМАРТФОН_IMAGE/b3bf48f8592adb39cf4c3b656ded4047.jpg', '.СМАРТФОН_IMAGE/b032b388b206e4fc001de398108bedab.jpg']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 256 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 256GB 2 sim (серебристый)'],['104 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_256gb_2_sim__silver'],"['https://kdmarket.ru/upload/iblock/9bc/9bc87db5b9d4e040a696ecd02eb2f9d8.jpg', 'https://kdmarket.ru/upload/iblock/8fb/8fbab48836146a720982b3a45e79549a.jpg', 'https://kdmarket.ru/upload/iblock/4a8/4a8e145a6281b3317d32da3d40343a33.jpg', 'https://kdmarket.ru/upload/iblock/9bc/9bc87db5b9d4e040a696ecd02eb2f9d8.jpg']","['.СМАРТФОН_IMAGE/9bc87db5b9d4e040a696ecd02eb2f9d8.jpg', '.СМАРТФОН_IMAGE/8fbab48836146a720982b3a45e79549a.jpg', '.СМАРТФОН_IMAGE/4a8e145a6281b3317d32da3d40343a33.jpg', '.СМАРТФОН_IMAGE/9bc87db5b9d4e040a696ecd02eb2f9d8.jpg']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 256 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 128GB (темно-фиолетовый)'],['96 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_128gb__violet'],"['https://kdmarket.ru/upload/iblock/1fc/1fc7501c1bbd74c987986ee836e2214f.jpg', 'https://kdmarket.ru/upload/iblock/7d6/7d60e6a8fe01ee10be8e99f3568e9655.jpg', 'https://kdmarket.ru/upload/iblock/f2b/f2b60c55c5eb83a21bef8f233ad37099.jpg', 'https://kdmarket.ru/upload/iblock/1fc/1fc7501c1bbd74c987986ee836e2214f.jpg']","['.СМАРТФОН_IMAGE/1fc7501c1bbd74c987986ee836e2214f.jpg', '.СМАРТФОН_IMAGE/7d60e6a8fe01ee10be8e99f3568e9655.jpg', '.СМАРТФОН_IMAGE/f2b60c55c5eb83a21bef8f233ad37099.jpg', '.СМАРТФОН_IMAGE/1fc7501c1bbd74c987986ee836e2214f.jpg']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 128 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 128GB (космический черный)'],['96 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_128gb__graphit'],"['https://kdmarket.ru/upload/iblock/773/7739bba32b36b1a422949b853c8ead02.jpg', 'https://kdmarket.ru/upload/iblock/c91/c914b4933d377685b69dd6cd3550f337.jpg', 'https://kdmarket.ru/upload/iblock/045/045b55c1885565db960b508b72c1cd63.jpg', 'https://kdmarket.ru/upload/iblock/773/7739bba32b36b1a422949b853c8ead02.jpg']","['.СМАРТФОН_IMAGE/7739bba32b36b1a422949b853c8ead02.jpg', '.СМАРТФОН_IMAGE/c914b4933d377685b69dd6cd3550f337.jpg', '.СМАРТФОН_IMAGE/045b55c1885565db960b508b72c1cd63.jpg', '.СМАРТФОН_IMAGE/7739bba32b36b1a422949b853c8ead02.jpg']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 128 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 128GB (золотой)'],['96 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_128gb__gold'],"['https://kdmarket.ru/upload/iblock/5e1/5e1a356e05c15f3cbf84b981f68f631f.jpg', 'https://kdmarket.ru/upload/iblock/d4c/d4cec2bb33c1193c4a5c0d1545d4d32c.jpg', 'https://kdmarket.ru/upload/iblock/e82/e8280b34040475cb83642fe2eceae606.jpg', 'https://kdmarket.ru/upload/iblock/5e1/5e1a356e05c15f3cbf84b981f68f631f.jpg']","['.СМАРТФОН_IMAGE/5e1a356e05c15f3cbf84b981f68f631f.jpg', '.СМАРТФОН_IMAGE/d4cec2bb33c1193c4a5c0d1545d4d32c.jpg', '.СМАРТФОН_IMAGE/e8280b34040475cb83642fe2eceae606.jpg', '.СМАРТФОН_IMAGE/5e1a356e05c15f3cbf84b981f68f631f.jpg']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 128 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Pro 128GB (серебристый)'],['96 490 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_pro_128gb__silver'],"['https://kdmarket.ru/upload/iblock/3e5/3e5763d791595c4384a224f8c728ee65.png', 'https://kdmarket.ru/upload/iblock/4e0/4e09d25c39182ab5fdddc00941184b98.png', 'https://kdmarket.ru/upload/iblock/58c/58cb53f0091184ef7528ad4bcabc4d34.png', 'https://kdmarket.ru/upload/iblock/3e5/3e5763d791595c4384a224f8c728ee65.png']","['.СМАРТФОН_IMAGE/3e5763d791595c4384a224f8c728ee65.png', '.СМАРТФОН_IMAGE/4e09d25c39182ab5fdddc00941184b98.png', '.СМАРТФОН_IMAGE/58cb53f0091184ef7528ad4bcabc4d34.png', '.СМАРТФОН_IMAGE/3e5763d791595c4384a224f8c728ee65.png']","['\n«Остров» приключений\nТоповое визуальное обновление – небольшой вырез вместо «челки». Сенсоры расположены под дисплеем iPhone, фон вокруг трансформируется по сценарию: подключение AirPods, уведомление о входящем звонке и многое другое. Концепт называется «Dynamic Island» – «динамический остров». \nЭкраномания\nНовый дисплей стал лучшим в истории iPhone. Яркость выросла до 1600 нит, а в HDR режиме – до 2000 нит. Частота обновления экрана в ночном режиме сводится до 1 секунды. \nЛучшая камера среди iPhone\nВ iPhone 14 Pro установлена лучшая камера среди всех iPhone. Три модуля: ультраширокоугольный 12 Мп; основной с разрешением 48 Мп (такого раньше не было); трехкратный оптический зум 12 Мп. Установлен режим экшн-камеры, что дает повышенную стабилизацию при движении. Кинематографический режим позволяет снимать в формате 4K 24 кадров в секунду.']","['Ширина: 71.5 мм', 'Длина: 147.5 мм', 'Толщина: 7.85 мм', 'Вес: 206 г']","['Тип: Super Retina XDR (OLED)', 'Размер: 6.1""', 'Разрешение: 2556x1179', 'Количество пикселей на дюйм: 460', 'True Tone: есть']","['Тип: A16 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 128 Гб'],"['Тыловая: 48/12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: да, 2.4 ГГц / 5 ГГц, 2x2 MU-MIMO, ax', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Возможность быстрой подзарядки: до 50% заряда за 30 минут', 'Воспроизведение аудио: до 75 часов', 'Воспроизве\xadдение видео: до 23 ч']",['Защита от пыли и воды IP68']
['Смартфон'],['Смартфон Apple iPhone 14 Plus 256GB (фиолетовый)'],['88 990 ₽'],['https://kdmarket.ru/catalog/apple/apple_iphone_14_plus_256gb__purple'],"['https://kdmarket.ru/upload/iblock/1e9/1e91f4cdb5aa09e1dd450f906ccc90d2.jpeg', 'https://kdmarket.ru/upload/iblock/7b4/7b49c901f5298df15d6fd2eadbb01d2b.jpeg', 'https://kdmarket.ru/upload/iblock/6de/6deba8c2909be8ff3e0bf439b54bd9a4.jpeg', 'https://kdmarket.ru/upload/iblock/1e9/1e91f4cdb5aa09e1dd450f906ccc90d2.jpeg']","['.СМАРТФОН_IMAGE/1e91f4cdb5aa09e1dd450f906ccc90d2.jpeg', '.СМАРТФОН_IMAGE/7b49c901f5298df15d6fd2eadbb01d2b.jpeg', '.СМАРТФОН_IMAGE/6deba8c2909be8ff3e0bf439b54bd9a4.jpeg', '.СМАРТФОН_IMAGE/1e91f4cdb5aa09e1dd450f906ccc90d2.jpeg']","['\nКлассика всегда в моде\niPhone 14 Plus получил дисплей с диагональю 6,7 дюйма, OLED-экраны Super Retina XDR, максимальную яркость 1200 нит, поддержку Dolby Vision и HDR. \nЧип, с которым всё супербыстро\nРаботает смартфон под управлением процессора A15 Bionic, который отвечает за превосходную работу игр со сложной графикой. Это особенно будет радовать геймеров – теперь iPhone на 25 % мощнее в играх. \nСистема двух камер\nНовая передовая технология Photonic Engine открывает новые возможности камеры, которые улучшают качество снимков, а также позволяет делать качественную съемку даже в движении. А фронтальная камера теперь захватывает до 38 % больше света. \nАккумулятор\nВы заметите, что аккумулятор держится ощутимо дольше. А значит, у вас будет больше времени для фильмов, игр и любимых дел.']","['Ширина: 78.1 мм', 'Длина: 160.8 мм', 'Толщина: 7.80 мм', 'Вес: 203 г']","['Тип: Super Retina XDR display', 'Размер: 6.7""', 'Разрешение: 2778x1284', 'Количество пикселей на дюйм: 458', 'True Tone: есть']","['Тип: A15 Bionic', 'Количество ядер: 6']",['Объем: 6 Гб'],['Встроенная: 256 Гб'],"['Тыловая: 12/12 Мпикс', 'Вспышка True Tone: да', 'Автофокус: да', 'Фронтальная камера: 12 Мпикс']","['LTE: да', 'Wi-Fi: Wi-Fi: b, g, n, ac, с технологией MIMO, 2.4 ГГц, 5 ГГц, ax (Wi-Fi 6)', 'Bluetooth: 5.3', 'NFC: да', '5G: да']","['GPS: да', 'ГЛОНАСС: да', 'Galileo: да']",['Lightning: да'],"['Просмотр видео в режиме стриминга: до 16 часов', 'Воспроизведение аудио: до 80 часов', 'Воспроизве\xadдение видео: до 20 ч', 'Возможность быстрой подзарядки: до 50% заряда за 30 минут']",['Защита от пыли и воды IP68']
