subcategory_name,item_title,item_page_link,preview_img_link,price,preview_local_link
РОУТЕР,Wi-Fi роутер Xiaomi Mi Wi-Fi Router 4A Gigabit Edition,https://kdmarket.ru/catalog/gadgets_home/wi_fi_router_xiaomi_mi_wi_fi_router_4a_gigabit_edition__white,https://kdmarket.ru/upload/iblock/521/521cfe0b8df75199f42446c8ce8c7cfe.PNG,2 790 ₽,.gadgets_home_img_preview/521cfe0b8df75199f42446c8ce8c7cfe.PNG
РОУТЕР,Wi-Fi роутер Xiaomi Mi Wi-Fi Router 4C,https://kdmarket.ru/catalog/gadgets_home/wi_fi_router_xiaomi_mi_wi_fi_router_4c__white,https://kdmarket.ru/upload/iblock/073/073b61caf1b047eda0c7f21b4edd8d44.jpg,1 490 ₽,.gadgets_home_img_preview/073b61caf1b047eda0c7f21b4edd8d44.jpg
РОУТЕР,Wi-Fi роутер Xiaomi Mi Wi-Fi Router 4A,https://kdmarket.ru/catalog/gadgets_home/wi_fi_router_xiaomi_mi_wi_fi_router_4a__white,https://kdmarket.ru/upload/iblock/d6e/d6ee872dab04f32eaead6d85802e7639.jpg,1 990 ₽,.gadgets_home_img_preview/d6ee872dab04f32eaead6d85802e7639.jpg
РОУТЕР,Xiaomi Mi Router AX1800,https://kdmarket.ru/catalog/gadgets_home/wi_fi_router_xiaomi_mi_ax1800__white,https://kdmarket.ru/upload/iblock/ff3/ff31b2b54e6a01d61d655e96c4a41762.jpg,4 990 ₽,.gadgets_home_img_preview/ff31b2b54e6a01d61d655e96c4a41762.jpg
РОУТЕР,Wi-Fi роутер Xiaomi AIoT AX3600,https://kdmarket.ru/catalog/gadgets_home/wi_fi_router_xiaomi_aiot_ax3600__black,https://kdmarket.ru/upload/iblock/d8c/d8cc1a53a2a9447b1297bf8e8f005f86.PNG,7 490 ₽,.gadgets_home_img_preview/d8cc1a53a2a9447b1297bf8e8f005f86.PNG
РОУТЕР,Wi-Fi роутер Xiaomi Mi AIoT Router AC2350,https://kdmarket.ru/catalog/gadgets_home/wi_fi_router_xiaomi_mi_aiot_router_ac2350__black,https://kdmarket.ru/upload/iblock/3af/3afac1b4306434532bed99e423bea871.jpg,4 290 ₽,.gadgets_home_img_preview/3afac1b4306434532bed99e423bea871.jpg
КОМПЛЕКТ УМНОГО ДОМА,Xiaomi Mi Smart Sensor Set,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_smart_sensor_set__white,https://kdmarket.ru/upload/iblock/215/215947048f2af305c904e01ec833f215.jpg,4 990 ₽,.gadgets_home_img_preview/215947048f2af305c904e01ec833f215.jpg
КОМНАТНЫЙ ДАТЧИК ТЕМПЕРАТУРЫ И ВЛАЖНОСТИ,Aqara Temperature and Humidity Sensor,https://kdmarket.ru/catalog/gadgets_home/aqara_temperature_and_humidity_sensor__white,https://kdmarket.ru/upload/iblock/cbb/cbb1178837496108b4c419f54770c502.PNG,1 590 ₽,.gadgets_home_img_preview/cbb1178837496108b4c419f54770c502.PNG
ДАТЧИК ОТКРЫТИЯ,Aqara MCCGQ11LM,https://kdmarket.ru/catalog/gadgets_home/aqara_mccgq11lm__white,https://kdmarket.ru/upload/iblock/631/631c5d4cab075a1f0ed7a086ec4cc4b7.PNG,1 990 ₽,.gadgets_home_img_preview/631c5d4cab075a1f0ed7a086ec4cc4b7.PNG
ЗОНТ,Xiaomi UREVO Umbrella,https://kdmarket.ru/catalog/gadgets_home/xiaomi_urevo_umbrella__blue,https://kdmarket.ru/upload/iblock/691/691e33c0bf1e9e67ebe7a8e05fa18a98.jpeg,2 790 ₽,.gadgets_home_img_preview/691e33c0bf1e9e67ebe7a8e05fa18a98.jpeg
ЗОНТ,Xiaomi Mijja Youpin UREVO Folding Lighting,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mijja_youpin_urevo_folding_lighting__black,https://kdmarket.ru/upload/iblock/e63/e63c003160e710c14056ac1caa5a9e78.jpg,2 190 ₽,.gadgets_home_img_preview/e63c003160e710c14056ac1caa5a9e78.jpg
ТВ-ПРИСТАВКА,ТВ-приставка Xiaomi Mi Box S Global,https://kdmarket.ru/catalog/gadgets_home/tv_pristavka_xiaomi_mi_box_s__black,https://kdmarket.ru/upload/iblock/2c0/2c08e91037f539068c486f0faaf9e8e1.jpg,4 990 ₽,.gadgets_home_img_preview/2c08e91037f539068c486f0faaf9e8e1.jpg
ТВ-АДАПТЕР,Xiaomi Mi TV Stick 4K,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_tv_stick_4k__black,https://kdmarket.ru/upload/iblock/f00/f00083a1a7619626b3b958c15aa4348b.JPG,4 490 ₽,.gadgets_home_img_preview/f00083a1a7619626b3b958c15aa4348b.JPG
ТВ-АДАПТЕР,Xiaomi Mi TV Stick Global,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_tv_stick_2k__black,https://kdmarket.ru/upload/iblock/ea9/ea9ecd48747200b568f1a51e2ecf53d5.jpg,3 490 ₽,.gadgets_home_img_preview/ea9ecd48747200b568f1a51e2ecf53d5.jpg
IP КАМЕРА,Xiaomi Mi Home Security Camera 1080P (MJSXJ02HL),https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_home_security_camera_1080p_mjsxj02hl__white,https://kdmarket.ru/upload/iblock/eeb/eeb470ac97950fc8c062ab125269d383.jpg,2 590 ₽,.gadgets_home_img_preview/eeb470ac97950fc8c062ab125269d383.jpg
WI-FI УСИЛИТЕЛЬ СИГНАЛА,Xiaomi Mi Wi-Fi Range Extender Pro,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_wi_fi_range_extender_pro__black,https://kdmarket.ru/upload/iblock/21f/21f19d70d0e4c128b222feda277f8037.jpg,1 390 ₽,.gadgets_home_img_preview/21f19d70d0e4c128b222feda277f8037.jpg
БЛОК УПРАВЛЕНИЯ,Xiaomi Mi Smart Home Hub,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_smart_home_hub__white,https://kdmarket.ru/upload/iblock/76b/76b12bdcca29bc5901fe088a78ffdea3.jpg,2 790 ₽,.gadgets_home_img_preview/76b12bdcca29bc5901fe088a78ffdea3.jpg
СЕТЕВАЯ КАМЕРА,Xiaomi Mijia 360° Home Camera PTZ Version 2K (MJSXJ09CM) ,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mijia_360_home_camera_ptz_version_2k_mjsxj09cm___white,https://kdmarket.ru/upload/iblock/b39/b3982fd8e0ad9c026c1b732fea760808.jpg,3 590 ₽,.gadgets_home_img_preview/b3982fd8e0ad9c026c1b732fea760808.jpg
СЕТЕВАЯ КАМЕРА,Xiaomi Mi Smart Camera PTZ Version Pro (MJSXJ06CM),https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_smart_camera_ptz_version_pro_mjsxj06cm__white,https://kdmarket.ru/upload/iblock/57f/57fbe2cbcd60d5de7abebcaa4bd5eb30.jpg,4 990 ₽,.gadgets_home_img_preview/57fbe2cbcd60d5de7abebcaa4bd5eb30.jpg
СЕТЕВАЯ КАМЕРА,Xiaomi Mi Home Security Camera 360° 1080p,https://kdmarket.ru/catalog/gadgets_home/xiaomi_mi_home_security_camera_360_1080p__white,https://kdmarket.ru/upload/iblock/e8f/e8f2af1a047ac433367f25e17ff09039.jpg,3 490 ₽,.gadgets_home_img_preview/e8f2af1a047ac433367f25e17ff09039.jpg
СТЕРИЛИЗАТОР,Xiaomi Xiaoda,https://kdmarket.ru/catalog/gadgets_home/xiaomi_xiaoda__black,https://kdmarket.ru/upload/iblock/50b/50b880f20b33859d0e581c7ee0df5030.jpg,1 490 ₽,.gadgets_home_img_preview/50b880f20b33859d0e581c7ee0df5030.jpg
СТИРАЛЬНАЯ МАШИНА,Miele WWV 980 WPS Passion,https://kdmarket.ru/catalog/gadgets_home/miele_wwv_980_wps_passion__white,https://kdmarket.ru/upload/iblock/017/0177e3734cc78e35ab1d743b76556256.jpg,269 990 ₽,.gadgets_home_img_preview/0177e3734cc78e35ab1d743b76556256.jpg
